arxiv_id,title,category,license_name,license_url,license_decision,abs_url
2609.09856v1,With a Thermomix You Lose the Ability to Cook: A Kitchen Machine Analogy for Applications of Generative AI in Education,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.09856
2609.09510v1,CHIMERA Challenge Task 2 and 3: Response Subtypes Classification and Progression Survival Prediction in Bladder Cancer Patients using Multimodal Datasets,authorship,CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,https://arxiv.org/abs/2609.09510
2609.09022v1,It Is Not My Code Anymore,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.09022
2609.08459v1,Detecting Authorship in Political Texts with Inductive Stylometry,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.08459
2609.06771v1,AuthBench: A Large-Scale Multilingual Benchmark for Authorship Representation across Genres and Lengths,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.06771
2609.05102v1,Beyond Bias: Participatory and Reflective Approaches to Cultural AI,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.05102
2609.04792v1,Can Activation Steering Capture Multidimensional Authorship Style?,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.04792
2609.04058v1,AI-Assisted Design of a Post-Quantum Cryptographic Accelerator: A Deployed-Silicon Case Study,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.04058
2609.03460v1,"Beyond ""Made with AI"": Visualizing Provenance Density to Mitigate the Transparency Penalty",authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.03460
2609.02772v1,HyperStyler: Low-resource Authorship Style Transfer via Context-aware Style Navigation and Hypernetworks,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.02772
2609.02379v1,MultiGhostBench: A Multilingual Benchmark for Long-Form LLM-Generated Text Attribution under Distribution Shifts,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.02379
2609.01767v1,Slow-Fast Brain-Computer Interfaces: Preventing Neuroadaptive Overfitting in AI-Mediated Neural Interfaces,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.01767
2609.00969v1,The zbMATH Open Knowledge Graph: Tracing Centuries of Mathematical Research,authorship,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2609.00969
2608.30613v1,Tracing high-profile attention to questionable research as a case for funder due diligence,authorship,CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,https://arxiv.org/abs/2608.30613
2608.26710v1,Style as a Confound: False Positives in AI Detection of Non-Native Academic Writing,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2608.26710
2609.16315v1,SongCraft: Unified Song Generation and Editing with Reconstructive Learning,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.16315
2609.07688v1,Silent Metronome: Rhythmic Grounding for Live Music Accompaniment,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.07688
2609.04867v2,PRISM-Bench: An Audio-Centric Diagnostic Benchmark for Text-to-Audio-Video Generation,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.04867
2609.15573v1,Algorithmic Attention and Content Creation on Social Media Platforms,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15573
2609.12958v1,"Middleware for Feed Recommendation in Practice: How Feed Creators Build, Maintain, and Sustain Custom Feeds on Bluesky",authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.12958
2609.12554v1,Omniscience for the Masses: New Threats in the Metaverse's Democratized World Creation,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.12554
2609.10457v2,MotionCanvas: Learning Implicit Motion Planning from Composable Kinematic Cues,authorship,UNKNOWN,,REVIEW,https://arxiv.org/abs/2609.10457
2609.10246v1,Meme Coin Factories: Uncovering Large-Scale Manipulations on pump.fun,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.10246
2609.10199v1,"Seeing the Voice, Preserving the Self: A Participatory Design Approach to Deaf-Centric Text-to-Speech",authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.10199
2609.09331v1,Ephemeral Feeds and Enduring Rituals: RushTok and the Formation of Event-Based Algorithmic Communities,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.09331
2609.05115v1,Creators Have Difficulty Abandoning Ideas They Generated,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.05115
2609.03800v1,"Govern the Model, Not Only the Data: Storage, Circulation, and Learning in Creative AI",authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.03800
2609.02290v1,Agentic UE-CoMIMO for 6G Terminals: From Virtual Antenna Augmentation to AI-Native Virtualization,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.02290
2609.01437v1,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.01437
2609.01235v1,MutMem-V2: Cryptographically Authorized Mutation in Persistent Agent Memory Portable Verification and Reproducible Evidence,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.01235
2609.00987v1,On the Human and Computer Alignment of Attribute-Based Music Matches,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.00987
2609.01669v1,Barriers to Using Static Application Security Testing (SAST) Tools: A Literature Review,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.01669
2608.31106v1,DreamX-Creator: Democratizing Native Audio-Video Generation at 2K Resolution,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2608.31106
2608.30466v1,CHASE: How Content Ecosystems Are Reshaped When Ranking Is the Only Target,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2608.30466
2608.29430v1,Content Exploration Beyond the Feed: Creator Supply and the Shared Corpus,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2608.29430
2608.28122v1,"Agentic Artifact Creation: Systems, Evaluation, Principles, and Opportunities",authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2608.28122
2608.26584v1,DIRECT: Decomposing Audience Preference and Creative Effect in Visual Content Analytics,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2608.26584
2608.26351v1,"Decolonial Discourse in Postcolonial Contexts: How YouTubers Negotiate Audience Tensions, Platform Governance, and State Influence",authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2608.26351
2608.25663v1,Data Citation for Large Language Models: A Challenge,authorship,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2608.25663
2608.24369v1,Do Recipes Have Personas? Characterizing and Generating Creator Style in Attributed Procedural Graphs,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2608.24369
2608.23417v1,SkillAlchemy: Open-World Agent Skill Creation,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2608.23417
2608.21942v1,TessIndex: Capability Verified Identity System for the Agent Economy,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2608.21942
2609.17371v1,Characterization of IBEX LmAPD detectors at CEA for future low-noise NIR astronomy instruments,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17371
2609.17235v1,AraMIP: Extending MIPVU Towards Metaphor Identification in Arabic,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.17235
2609.16736v1,Dataset repurposing and disruptive AI research,authorship,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.16736
2609.16687v1,NephoCodex: Exploring Bounded Material Agency in Weather Data Physicalization,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.16687
2609.16494v1,Salient Bayesian Clustering for Proportional Data via a Multivariate Beta Mixture Model,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.16494
2609.16436v1,Interpreting and Steering LLM Agents for Social Simulations,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.16436
2609.15867v1,On Edge in the Dental Chair: Designing VR Support for Moments of Dental Anxiety,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15867
2609.15864v1,Towards Scalable Measurement of Durable Skills,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15864
2609.15472v1,Spook the Machine: Gamified Exploration of Human Imagination of Machine Fear,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15472
2609.15289v1,Math for AI safety: an invitation for mathematicians,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15289
2609.15188v2,MUSE: A Theory-Harnessed Story Engine for Vibe Narrativizing,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15188
2609.15078v1,Enabling Creative Exploration for Vibe Design Agents,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.15078
2609.15046v1,Personalizing Personal Health Interfaces: Co-Design with Generative AI,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15046
2609.14896v1,Forty Shades of Blue: Quality-Diversity Alignment via Mode-Conditioned Reinforcement Learning,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.14896
2609.14818v1,Trust by Design: Trust Calibration Through Non-Advisory Socratic Dialogue in Conversational Agents,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.14818
2609.14716v1,Moral Rebel Agents: Decision-Making Under Conflicting Obligations,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.14716
2609.14697v1,Vulnerabilities in Personalization: Assessing Health Privacy Risks in ChatGPT Logs and Memory,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.14697
2609.14684v1,Bring Buttons Back: Physical Interfaces for the Age of Automation,authorship,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2609.14684
2609.14678v1,A Graph Neural Network Surrogate Model for Incident-Based Travel Time Prediction Under Limited Sensor Data,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.14678
2609.14677v1,The Garden of Forking Prompts: How Users Explore Narrative Space in Story Generation,authorship,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2609.14677
2609.16057v1,OmniHarness: Harnessing Generalizable Visual Generation via Symbolic Policy Learning,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.16057
2609.14301v1,Approximating Optimal Welfare in Complementary Allocation under Decentralized Information,authorship,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.14301
2609.14057v1,Measuring the Creativity of Frontier LLMs in Automated Research,authorship,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.14057
2609.16989v1,Taming Long-form Text-to-Speech,voice_cloning,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2609.16989
2609.15675v1,Sectional Structure and Emotional Dynamics in Chinese Pop Songs: An Empirical Analysis of Valence-Arousal Trajectories across 100 Songs,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15675
2609.15465v1,Building a Dataset for Music Sample Identification,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.15465
2609.16090v1,MUUNRiver-Bench: Diagnosing Relation-Dependent Music Retrieval with Multimodal Instructions,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.16090
2609.15184v1,Cross-Lingual F5-TTS 2: A Simplified Framework for Language-Agnostic Voice Cloning,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.15184
2609.14820v1,POLARIS: Training-Free Audio Fingerprinting with Saliency-Based Landmarks and Delaunay Grouping,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.14820
2609.14565v1,TATK: Triple-Aware Top-K Learning with Knowledge-Grounded Verification for LLM-based Sequential Recommendation,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.14565
2609.14344v1,AURA: Unified Multimodal Framework for Conversational Music Editing,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.14344
2609.13881v1,Musical Timing in Studio Recordings,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.13881
2609.13792v1,"The VoiceMOS Challenge 2026: Evaluating Speech Enhancement, Emotional TTS and Accented TTS Systems",voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.13792
2609.13413v2,CVSS-X: A Multilingual Speech-to-Speech Translation Corpus for 28 Languages,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.13413
2609.12945v1,StepAudio 3 Gen Technical Report,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.12945
2609.12918v1,PhaseGAN: High-Fidelity Vocoder via Decoupled Amplitude and GAN-Driven Phase Reconstruction,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.12918
2609.12270v1,Recommendation Retrievers Need Verifiers: Universal Generative Reranking for Sequential Recommendations,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.12270
2609.12201v1,Real-Time Music Source Separation on a Low-Power Audio DSP,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.12201
2609.11904v1,TART: A Modular Tool for Technique-Aware Audio-to-Tablature Guitar Transcription,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.11904
2609.11505v1,Structural priors for data-efficient language learning,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.11505
2609.11403v1,From Queries to Narratives: Cultural Heritage Data Stories for Knowledge Graph Exploration and Quality Assessment,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.11403
2609.11402v1,The Quantum Composition Paradox,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.11402
2609.11353v1,Copying Versus Randomization in Lempel-Ziv Music Synthesis,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.11353
2609.11137v2,The Machines Are Calling: Measuring Automated and Synthetic Voices in Unwanted Inbound Calls,voice_cloning,CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,https://arxiv.org/abs/2609.11137
2609.17527v1,Agentic Societies Need a Social Harness,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17527
2609.17523v1,ScienceBuddy: Recursive-in-Recursive Self-Improvement for Interactive Scientific Agents,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17523
